question,offer,experience,difficulty,interview,source
 Personality & technical questions   ,Accepted Offer,Positive Experience,Easy Interview,"Applied online on the student partner website, I was asked to submit a video. The video was rated based on the content, delivery & catchy title. Got response a few weeks later. I was selected.",Microsoft
 Is there any questions you want to ask?   ,No Offer,Neutral Experience,Easy Interview,"At first, I received an email saying that I passed phone screening and will get an onsite opportunity. Then, after 20 days, I received another email saying that due to the high quality of this year's summer intern candidates who made onsite before me, there is no opening left anymore. At last, I was suggested to apply full time job early next year.",Microsoft
 How would you test a tool that converted one language to other   ,No Offer,Difficult Interview,,Phone Screen + Day at San Francisco campus,Microsoft
 How do you manage a rob with limited set of instructions to cross one and another   ,Declined Offer,Positive Experience,Difficult Interview,This is the standard day long interview porcess,Microsoft
 How would you design analog filters?   ,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
 You have 9 tennis balls and a scale. In 3 or less moves tell me which tennis ball is heavier than the other 8.   ,No Offer,Positive Experience,Average Interview,I had a phone interview with a recruiter that lasted 45 minutes. it consisted of some questions about my personality and experience along with a question about designing a calculator for a blind student. I got a 2nd interview and was flown to Texas for 4 1:1 interviews. I was not offered a job.,Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,Had 2 rounds of interview (First + Final). The entire process took 2 months. Overall the experience was very nice. Had an absolutely amazing experience.,Microsoft
,No Offer,Neutral Experience,Average Interview,,Microsoft
 Asked about the weaknesses   ,No Offer,Neutral Experience,Easy Interview,"General background and assessment over the telephone interview. 2nd interview was with a 1:1 with the hiring manager. I didn't get a feedback from after that and didn't follow-up! I have a friend who provided me with the feedback which was (Over Self-Confidence), not sure if this would be a justified reason!",Microsoft
 best strategy to take out the duplicate elements in an array   ,Declined Offer,Positive Experience,Easy Interview,,Microsoft
 what does your customers think of you?   ,No Offer,,,"I was contacted via the linked in by a head hunter who thought my experience is relevant and I will be a good match.She scheduled the interview after a short phone call in which I explained my current role. The interview took 1 hour, questions were general on my personality and experience. In the middle of the interview I got a ""hint"" that I have small experience for this role and she will think of a different role, if any exists",Microsoft
